index,Salary
491,0.476009564
492,0.433908661
493,0.555986784
494,0.33724455
495,0.54785857
496,0.6408955
497,0.649738679
498,0.506831338
499,0.51106745
500,0.528891642
501,0.50314955
502,0.636671248
503,0.606642233
504,0.651611014
505,0.461357354
506,0.420715997
507,0.609059073
508,0.551541484
509,0.675669655
510,0.684194061
511,0.584091641
512,0.699023438
513,0.674161378
514,0.547169669
515,0.453940208
516,0.594322421
517,0.724998282
518,0.715115163
519,0.651192829
520,0.571888548
521,0.667522104
522,0.547452466
523,0.613702199
524,0.434190391
525,0.664633544
526,0.584429745
527,0.571593151
528,0.430272306
529,0.635547431
530,0.608124978
531,0.489129329
532,0.469687689
533,0.710915388
534,0.700135765
535,0.526590763
536,0.709064463
537,0.59114071
538,0.604134216
539,0.709476208
540,0.402815854
541,0.4384807
542,0.459807841
543,0.434587745
544,0.51321362
545,0.553902534
546,0.645461285
547,0.489978801
548,0.526717978
549,0.701463165
550,0.586394642
551,0.590590093
552,0.632631289
553,0.717289764
554,0.444922442
555,0.698361029
556,0.536295459
557,0.414049668
558,0.426043127
559,0.695789537
560,0.674856651
561,0.60726486
562,0.58774462
563,0.560093854
564,0.471815535
565,0.711311194
566,0.457478199
567,0.535044927
568,0.51208585
569,0.70816031
570,0.641248285
571,0.440055294
572,0.685362093
573,0.435261629
574,0.368306473
575,0.412877828
576,0.665873382
577,0.596641209
578,0.48739333
579,0.605729726
580,0.380111809
581,0.705966359
582,0.516472007
583,0.673501383
584,0.717520975
585,0.632808011
586,0.693008585
587,0.696200033
588,0.615899175
589,0.664231714
590,0.431555051
591,0.554098644
592,0.392024171
593,0.6816813
594,0.46920926
595,0.698662812
596,0.579876336
597,0.672898912
598,0.608297179
599,0.600592193
600,0.444979237
601,0.409660001
602,0.644459321
603,0.653973041
604,0.401572886
605,0.573153668
606,0.692349199
607,0.720540034
608,0.435682485
609,0.703774177
610,0.662782184
611,0.448241379
612,0.702793121
613,0.696611531
614,0.691894083
615,0.549285062
616,0.534629651
617,0.457392121
618,0.404066832
619,0.508181957
620,0.685493031
621,0.707649442
622,0.595737858
623,0.494061831
624,0.577601581
625,0.710161134
626,0.620560435
627,0.464193095
628,0.66056844
629,0.422191719
630,0.615629979
631,0.711741283
632,0.678863991
633,0.654487079
634,0.403019585
635,0.677750661
636,0.479923063
637,0.580721833
638,0.701610144
639,0.538971227
640,0.572605944
641,0.587819017
642,0.714979718
643,0.699418524
644,0.592565979
645,0.605150672
646,0.537235338
647,0.57669864
648,0.643699406
649,0.720319093
650,0.641275531
651,0.607600801
652,0.589723132
653,0.571651198
654,0.706581434
655,0.478716917
656,0.695782392
657,0.436189695
658,0.434063138
659,0.468550158
660,0.653635232
661,0.669171605
662,0.497627909
663,0.482795674
664,0.707273222
665,0.638745599
666,0.695827686
667,0.406772717
668,0.698667314
669,0.695649911
670,0.592016371
671,0.652165366
672,0.418432468
673,0.556328837
674,0.478149893
675,0.508838915
676,0.502353411
677,0.517595204
678,0.734921013
679,0.489013506
680,0.669156632
681,0.41909504
682,0.597615378
683,0.423071359
684,0.575702437
685,0.458719855
686,0.660563525
687,0.580467433
688,0.407057113
689,0.708941893
690,0.661276394
691,0.665775896
692,0.62067356
693,0.710504544
694,0.66506977
695,0.475256875
696,0.704890367
697,0.584318587
698,0.657604584
699,0.623041308
700,0.613641623
701,0.708932497
702,0.7081531
703,0.690896832
704,0.6036802
705,0.442443743
706,0.699356093
707,0.695788309
708,0.713751533
709,0.595527013
710,0.603172268
711,0.559607001
712,0.669298975
713,0.429202091
714,0.526515895
715,0.709151343
716,0.695515394
717,0.451062485
718,0.429028384
719,0.581336454
720,0.580138395
721,0.680764777
722,0.663141131
723,0.636023563
724,0.410833721
725,0.69476775
726,0.586678574
727,0.613435592
728,0.686767147
729,0.526084471
730,0.652197509
731,0.562604976
732,0.723406168
733,0.526238683
734,0.586946491
735,0.576550964
736,0.706406577
737,0.71344966
738,0.660566673
739,0.706382932
740,0.523053316
741,0.712449879
742,0.674787304
743,0.570217443
744,0.671195163
745,0.680216027
746,0.702760482
747,0.507222274
748,0.501526268
749,0.693317568
750,0.696608459
751,0.602640211
752,0.515775721
753,0.54501304
754,0.549024782
755,0.717807865
756,0.671988695
757,0.598354225
758,0.605150493
759,0.707290334
760,0.549249223
761,0.443547703
762,0.590699374
763,0.540863202
764,0.48334353
765,0.607295382
766,0.604182923
767,0.479625079
768,0.721895319
769,0.44839791
770,0.590955805
771,0.527894356
772,0.597649109
773,0.466838967
774,0.585040535
775,0.584947813
776,0.366076516
777,0.712806364
778,0.713829963
779,0.591480493
780,0.500280585
781,0.526393244
782,0.592944239
783,0.668283596
784,0.499881462
785,0.61853583
786,0.573954421
787,0.622275083
788,0.692980814
789,0.699408746
790,0.595429123
791,0.481132436
792,0.72488162
793,0.667370868
794,0.539043631
795,0.41718645
796,0.634791433
797,0.606549891
798,0.632979613
799,0.558307114
800,0.468762211
801,0.586508499
802,0.542312399
803,0.583087885
804,0.651216801
805,0.443366566
806,0.477538049
807,0.643124903
808,0.654388119
809,0.598206702
810,0.393100024
811,0.665546375
812,0.604507398
813,0.705889778
814,0.56024262
815,0.68893266
816,0.600702121
817,0.708019563
818,0.711642881
819,0.677952332
820,0.666471809
821,0.613127266
822,0.426049275
823,0.565593157
824,0.501113451
825,0.640636932
826,0.684291637
827,0.70216392
828,0.493925875
829,0.43192816
830,0.510248518
831,0.659942742
832,0.574500414
833,0.559313397
834,0.703962506
835,0.456200225
836,0.412450389
837,0.649497981
838,0.639270906
839,0.430294669
840,0.488138198
841,0.441085627
842,0.635474028
843,0.4097875
844,0.584134322
845,0.418196603
846,0.641458328
847,0.536805925
848,0.710467466
849,0.637123995
850,0.691280786
851,0.609899029
852,0.698578331
853,0.662954344
854,0.688508723
855,0.620416686
856,0.540453901
857,0.716254235
858,0.616390258
859,0.686051861
860,0.633680854
861,0.437764001
862,0.666907965
863,0.556960678
864,0.721820166
865,0.649702372
866,0.590218534
867,0.554276034
868,0.675434345
869,0.425965928
870,0.650968402
871,0.53116027
872,0.705213187
873,0.580129328
874,0.432913798
875,0.611824463
876,0.422473674
877,0.628279029
878,0.654867556
879,0.46685037
880,0.420378363
881,0.668983747
882,0.599378075
883,0.704611847
884,0.712803115
885,0.532962363
886,0.713932312
887,0.683839411
888,0.484239252
889,0.357304987
890,0.635298559
891,0.670394797
892,0.566023658
893,0.714708462
894,0.704656978
895,0.471544241
896,0.662850271
897,0.567250673
898,0.686966035
899,0.68166786
900,0.465082913
901,0.705789354
902,0.696910182
903,0.6890554
904,0.729458915
905,0.574273531
906,0.618589612
907,0.645374968
908,0.494680124
909,0.534012946
910,0.695620394
911,0.352176009
912,0.67013499
913,0.557317816
914,0.498854211
915,0.710071506
916,0.539866221
917,0.584039947
918,0.690003557
919,0.421118829
920,0.428354955
921,0.426200084
922,0.691897646
923,0.392665947
924,0.473837936
925,0.478161383
926,0.618334356
927,0.538711517
928,0.471274874
929,0.457717998
930,0.591844192
931,0.706348844
932,0.58398277
933,0.586720943
934,0.486865701
935,0.669302636
936,0.611260383
937,0.632320666
938,0.716433683
939,0.564631845
940,0.734001433
941,0.626965929
942,0.586156515
943,0.638645245
944,0.452376702
945,0.588864792
946,0.592371419
947,0.609667231
948,0.411736931
949,0.400906848
950,0.62078934
951,0.705281248
952,0.432400387
953,0.67348024
954,0.713316824
955,0.431555051
956,0.54539926
957,0.658071034
958,0.591378577
959,0.669153299
960,0.578607642
961,0.603082334
962,0.671977755
963,0.489426631
964,0.668472743
965,0.694379017
966,0.515969396
967,0.505648708
968,0.413583655
969,0.605533196
970,0.724545644
971,0.609061477
972,0.648458412
973,0.420066576
974,0.466627176
975,0.52241181
976,0.476868273
977,0.666003099
978,0.483808166
979,0.571237085
980,0.651510559
981,0.716752827
982,0.695917109
983,0.601380981
984,0.414958978
985,0.585362073
986,0.662560576
987,0.566683966
988,0.436544569
989,0.601802778
990,0.567959195
991,0.668190315
992,0.679700214
993,0.672370901
994,0.565362924
995,0.722137608
996,0.483031346
997,0.599628286
998,0.678982016
999,0.623318695
1000,0.657492849
1001,0.707731422
1002,0.491818833
1003,0.60618706
1004,0.699622397
1005,0.63051804
1006,0.458113363
1007,0.554228631
1008,0.483454125
1009,0.483660059
1010,0.695249412
1011,0.705751741
1012,0.63385212
1013,0.516544778
1014,0.686158379
1015,0.5898903
1016,0.704956185
1017,0.529854883
1018,0.59870344
1019,0.439609127
1020,0.440394581
1021,0.729229699
1022,0.408303715
1023,0.545411193
1024,0.548910468
1025,0.686007486
1026,0.608615716
1027,0.576937081
1028,0.596327304
1029,0.636623138
1030,0.626723602
1031,0.593331336
1032,0.713247217
1033,0.666898448
1034,0.650586885
1035,0.687533441
1036,0.692686134
1037,0.690837542
1038,0.495805215
1039,0.50512079
1040,0.655029632
1041,0.495876696
1042,0.532290319
1043,0.709525566
1044,0.708484525
1045,0.629658608
1046,0.573856941
1047,0.519475303
1048,0.603827062
1049,0.416763054
1050,0.633540925
1051,0.719855374
1052,0.692008445
1053,0.473415518
1054,0.706749994
1055,0.629041024
1056,0.642832937
1057,0.670361501
1058,0.704132363
1059,0.601561718
1060,0.581659431
1061,0.696442809
1062,0.600785569
1063,0.568775629
1064,0.662839153
1065,0.516632402
1066,0.680870554
1067,0.388586336
1068,0.612727229
1069,0.619745657
1070,0.505474187
1071,0.668488774
1072,0.578591396
1073,0.545712171
1074,0.700585494
1075,0.700141537
1076,0.606994121
1077,0.396071498
1078,0.367380013
1079,0.672804267
1080,0.588082229
1081,0.696860469
1082,0.509612041
1083,0.700355932
1084,0.420349634
1085,0.428968982
1086,0.569251694
1087,0.671624411
1088,0.679474321
1089,0.544680967
1090,0.54405802
1091,0.583202115
1092,0.579451887
1093,0.70684484
1094,0.412041232
1095,0.666929123
1096,0.603576225
1097,0.509239105
1098,0.692802027
1099,0.434854359
1100,0.714916487
1101,0.691882496
1102,0.591532678
1103,0.663371624
1104,0.696122189
1105,0.476096141
1106,0.668713155
1107,0.690837542
1108,0.699158938
1109,0.707686776
1110,0.407472165
1111,0.490303849
1112,0.444533415
1113,0.690500719
1114,0.614784771
1115,0.521123608
1116,0.47827454
1117,0.676154586
1118,0.708234384
1119,0.525234951
1120,0.596064382
1121,0.436052616
1122,0.460695069
1123,0.636387484
1124,0.523673605
1125,0.535880085
1126,0.417548583
1127,0.642860818
1128,0.717237856
1129,0.656026844
1130,0.579719942
1131,0.686390388
1132,0.677752428
1133,0.604392599
1134,0.660152416
1135,0.687529118
1136,0.668545074
1137,0.439659656
1138,0.59997534
1139,0.54117717
1140,0.659423392
1141,0.49248942
1142,0.489462362
1143,0.50652598
1144,0.462608875
1145,0.4328624
1146,0.407902422
1147,0.513387077
1148,0.467660703
1149,0.632662621
1150,0.61735084
1151,0.600628571
1152,0.605694528
1153,0.465475196
1154,0.688531951
1155,0.668680909
1156,0.598129484
1157,0.475364579
1158,0.691611908
1159,0.508440792
1160,0.554841318
1161,0.64451484
1162,0.691468689
1163,0.646295363
1164,0.421736574
1165,0.677064302
1166,0.597911663
1167,0.661165909
1168,0.435401817
1169,0.452438514
1170,0.623037101
1171,0.719662629
1172,0.702922969
1173,0.688050044
1174,0.514979488
1175,0.705317558
1176,0.589698479
1177,0.486335
1178,0.663669361
1179,0.591410139
1180,0.582794001
1181,0.592588252
1182,0.516654287
1183,0.638269657
1184,0.554894309
1185,0.594665107
1186,0.456231302
1187,0.60484433
1188,0.542003155
1189,0.439251484
1190,0.524572576
1191,0.710051514
1192,0.617340108
1193,0.454520729
1194,0.676471514
1195,0.478149893
1196,0.699716316
1197,0.678784988
1198,0.674854091
1199,0.428760747
1200,0.520694759
1201,0.542950525
1202,0.617924229
1203,0.435020433
1204,0.706037949
1205,0.579869311
1206,0.577441372
1207,0.584580014
1208,0.528020219
1209,0.61057322
1210,0.66108341
1211,0.594144383
1212,0.60137599
1213,0.452293277
1214,0.412289987
1215,0.542202315
1216,0.711281183
1217,0.706964929
1218,0.448409947
1219,0.746207668
1220,0.693826267
1221,0.70979758
1222,0.403425594
1223,0.673623543
1224,0.532227722
1225,0.52372457
1226,0.618777808
1227,0.444801587
1228,0.605990076
1229,0.668207284
1230,0.429352279
1231,0.522411066
1232,0.40025414
1233,0.679149126
1234,0.701171081
1235,0.60907843
1236,0.400446827
1237,0.444052752
1238,0.608351097
1239,0.432567354
1240,0.655696661
1241,0.402939118
1242,0.588568138
1243,0.46149488
1244,0.450136857
1245,0.432935138
1246,0.510331571
1247,0.453604768
1248,0.666704889
1249,0.71691168
1250,0.464614698
1251,0.588963221
1252,0.48897916
1253,0.686997328
1254,0.691973715
1255,0.665003172
1256,0.635086449
1257,0.571568665
1258,0.61139408
1259,0.601028208
1260,0.711385212
1261,0.701978218
1262,0.714611208
1263,0.525939915
1264,0.670958273
1265,0.664336963
1266,0.723229022
1267,0.415948629
1268,0.555484776
1269,0.646354971
1270,0.436916626
1271,0.690652284
1272,0.530229354
1273,0.701003469
1274,0.575288327
1275,0.572263129
1276,0.673310182
1277,0.697344086
1278,0.529842375
1279,0.604665072
1280,0.70970017
1281,0.652810655
1282,0.689377758
1283,0.61028614
1284,0.700960872
1285,0.723191088
1286,0.693529005
1287,0.429377036
1288,0.548002776
1289,0.371810414
1290,0.706106267
1291,0.599860682
1292,0.614069192
1293,0.686705299
1294,0.672052796
1295,0.691729599
1296,0.687480435
1297,0.594259029
1298,0.447592613
1299,0.694843289
1300,0.650948005
1301,0.587667556
1302,0.399095363
1303,0.575803098
1304,0.476490442
1305,0.496127945
1306,0.422499882
1307,0.720351299
1308,0.724470295
1309,0.672758412
1310,0.426896008
1311,0.440728633
1312,0.465848757
1313,0.433939124
1314,0.669150369
1315,0.438721864
1316,0.55747726
1317,0.596406718
1318,0.637923835
1319,0.466356234
1320,0.624823493
1321,0.698127171
1322,0.58850537
1323,0.338074174
1324,0.67945894
1325,0.674269811
1326,0.478889971
1327,0.714256691
1328,0.669197679
1329,0.568302403
1330,0.688795081
1331,0.721907646
1332,0.705157604
1333,0.722816168
1334,0.648814475
1335,0.407359069
1336,0.700574014
1337,0.704633125
1338,0.566224157
1339,0.715881836
1340,0.438452345
1341,0.701595468
1342,0.702053069
1343,0.668605537
1344,0.611959839
1345,0.697193168
1346,0.527341041
1347,0.713059456
1348,0.69278325
1349,0.646787161
1350,0.434710277
1351,0.605637181
1352,0.564150887
1353,0.577250965
1354,0.701116925
1355,0.640943178
1356,0.636038418
1357,0.697644151
1358,0.745283972
1359,0.540060652
1360,0.445791231
1361,0.544943762
1362,0.554530757
1363,0.588145521
1364,0.712992706
1365,0.607653932
1366,0.652030721
1367,0.415533572
1368,0.624438372
1369,0.453172597
1370,0.734873797
1371,0.558821734
1372,0.515128068
1373,0.426892641
1374,0.552741704
1375,0.36525245
1376,0.648822468
1377,0.67073962
1378,0.699882749
1379,0.671127039
1380,0.424091879
1381,0.638149844
1382,0.543741354
1383,0.689592081
1384,0.609447193
1385,0.721435434
1386,0.520181729
1387,0.541708042
1388,0.419546302
1389,0.553090968
1390,0.640087615
1391,0.705633025
1392,0.591543137
1393,0.555530419
1394,0.511005092
1395,0.598278304
1396,0.588703748
1397,0.445339189
1398,0.589412658
1399,0.657593873
1400,0.619589146
1401,0.471233873
1402,0.701079194
1403,0.704178425
1404,0.604157633
1405,0.55292013
1406,0.432284088
1407,0.550050974
1408,0.678220706
1409,0.699000551
1410,0.663212605
1411,0.603626589
1412,0.622926063
1413,0.707349621
1414,0.720706134
1415,0.474674159
1416,0.689694545
1417,0.684531588
1418,0.61741033
1419,0.583700427
1420,0.615792774
1421,0.526854905
1422,0.669631677
1423,0.34877857
1424,0.549850087
1425,0.667521979
1426,0.495834099
1427,0.562452687
1428,0.556884144
1429,0.638199729
1430,0.431731188
1431,0.446316543
1432,0.514661219
1433,0.593199076
1434,0.476493428
1435,0.622534715
1436,0.70181912
1437,0.494286442
1438,0.70252999
1439,0.531345935
1440,0.688714818
1441,0.709826341
1442,0.444610309
1443,0.662885073
1444,0.44239931
1445,0.571413424
1446,0.407726773
1447,0.5797753
1448,0.652744303
1449,0.595659558
1450,0.597295517
1451,0.621373024
1452,0.426149575
1453,0.436387117
1454,0.699978595
1455,0.664763412
1456,0.410833721
1457,0.404399038
1458,0.72204805
1459,0.721658502
1460,0.659789818
1461,0.474433923
1462,0.567857114
1463,0.440831152
1464,0.648513047
1465,0.643616477
1466,0.664274472
1467,0.498189529
1468,0.654011229
1469,0.700245376
1470,0.572108313
1471,0.406701744
1472,0.58579265
1473,0.716385568
1474,0.591001632
1475,0.690836275
1476,0.513403659
1477,0.715306238
1478,0.712159423
1479,0.589200899
1480,0.650837298
1481,0.431971326
1482,0.488345451
1483,0.477583059
1484,0.66707354
1485,0.599816112
1486,0.710559796
1487,0.698061968
1488,0.699375456
1489,0.460236768
1490,0.710597469
1491,0.655409553
1492,0.435342205
1493,0.432504212
1494,0.446125767
1495,0.687831248
1496,0.589476406
1497,0.431674215
1498,0.542668616
1499,0.471671917
1500,0.604887149
1501,0.423663595
1502,0.706035513
1503,0.437350637
1504,0.433701741
1505,0.639719582
1506,0.703531005
1507,0.613613465
1508,0.708147182
1509,0.700724611
1510,0.707546604
1511,0.378654633
1512,0.668697225
1513,0.432634494
1514,0.515029498
1515,0.588371936
1516,0.561164415
1517,0.458334976
1518,0.540458876
1519,0.62650315
1520,0.588848191
1521,0.454679046
1522,0.676712591
1523,0.713573406
1524,0.525209947
1525,0.443008803
1526,0.601739047
1527,0.582748847
1528,0.565784551
1529,0.694896796
1530,0.458311344
1531,0.692645243
1532,0.596597307
1533,0.402451126
1534,0.581871211
1535,0.585949868
1536,0.633959008
1537,0.534016179
1538,0.517296293
1539,0.660081176
1540,0.604007564
1541,0.715577836
1542,0.674094438
1543,0.466806156
1544,0.542337097
1545,0.746063099
1546,0.681456012
1547,0.358546613
1548,0.50510696
1549,0.667465987
1550,0.66447189
1551,0.550767775
1552,0.496967362
1553,0.436215763
1554,0.538414359
1555,0.452552421
1556,0.704386954
1557,0.447524974
1558,0.666943443
1559,0.567417095
1560,0.58263348
1561,0.535757086
1562,0.477435228
1563,0.702886931
1564,0.622973561
1565,0.520679886
1566,0.531858867
1567,0.670568592
1568,0.452439269
1569,0.626182245
1570,0.475859199
1571,0.397818827
1572,0.716496728
1573,0.648814475
1574,0.432967485
1575,0.58191294
1576,0.582810761
1577,0.591764759
1578,0.650459707
1579,0.564840192
1580,0.568875192
1581,0.440000451
1582,0.461181765
1583,0.453812713
1584,0.69505247
1585,0.603976061
1586,0.68767996
1587,0.562577108
1588,0.376069549
1589,0.541193911
1590,0.631147204
1591,0.578090038
1592,0.537019781
1593,0.677638405
1594,0.595371487
1595,0.539441441
1596,0.651184969
1597,0.428274566
1598,0.589375305
1599,0.395428535
1600,0.704204319
1601,0.674253612
1602,0.564233256
1603,0.438991639
1604,0.698089476
1605,0.623952382
1606,0.545690686
1607,0.566498675
1608,0.414173994
1609,0.610400337
1610,0.664359568
1611,0.43948181
1612,0.573583005
1613,0.664140655
1614,0.567609194
1615,0.369340723
1616,0.581882071
1617,0.414805957
1618,0.45179528
1619,0.641254743
1620,0.676159806
1621,0.707391079
1622,0.687824905
1623,0.693774747
1624,0.599884838
1625,0.594665107
1626,0.698318442
1627,0.696257136
1628,0.630721305
1629,0.531274083
1630,0.412701931
1631,0.653462403
1632,0.442024402
1633,0.609060887
1634,0.723097638
1635,0.661878905
1636,0.694804065
1637,0.717715173
1638,0.715281701
1639,0.409755288
1640,0.441685721
1641,0.472705956
1642,0.427180171
1643,0.506047508
1644,0.450268273
1645,0.718642091
1646,0.421094173
1647,0.477089294
1648,0.634059092
1649,0.663527988
1650,0.682114082
1651,0.60461272
1652,0.698845906
1653,0.577427788
1654,0.573205872
1655,0.504233098
1656,0.668865548
1657,0.568790822
1658,0.540938824
1659,0.659543035
1660,0.434378365
1661,0.626678152
1662,0.719831727
1663,0.66387337
1664,0.708549361
